OBJECTID,OBJECTID_1,ID,Apr_2011,May_2011,Jun_2011,Jul_2011,Aug_2011,Sep_2011,Oct_2011,Nov_2011,Dec_2011,Jan_2012,Feb_2012,March_2012,Apr_2010,May_2010,Jun_2010,Jul_2010,Aug_2010,Sep_2010,Oct_2010,Nov_2010,Dec_2010,Jan_2011,Feb_2011,Mar_2011,Apr_2009,May_2009,Jun_2009,Jul_2009,Aug_2009,Sep_2009,Oct_2009,Nov_2009,Dec_2009,Jan_2010,Feb_2010,Mar_2010,sum_2011,sum_2010,sum_2009,total,X_Centroid,Y_Centroid,Pop_2011,Shape_Area
198,198,227,2,3,5,3,1,4,1,0,0,3,0,0,2,6,5,8,1,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,22,31,4,57,1354524.343,3682749.572,55080,5797111970
199,199,230,1,2,2,1,4,0,1,0,0,1,1,1,0,1,3,4,0,3,3,1,1,0,3,2,2,1,0,2,2,2,5,2,0,1,1,0,14,21,18,53,1174402.92,3715228.337,32493,9341698424
148,148,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238066.997,4231488.171,18231,399802701.7
149,149,338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,766676.5845,3061385.732,47055,1837195095
150,150,93,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,914105.8902,4141079.025,59975,871082492.9
151,151,316,3,0,7,2,9,7,3,0,5,8,0,5,1,0,1,1,0,0,1,0,2,1,0,0,6,7,5,2,3,5,2,0,1,0,1,6,49,7,38,94,656436.849,3268535.297,1700687,8725405986
152,152,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,359470.2378,4147258.478,138004,299308935.2
153,153,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318856.2631,4155625.56,66909,747892571.1
154,154,97,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,305247.9845,4195705.829,189933,2158749850
155,155,90,0,2,2,0,0,0,2,0,0,0,0,2,1,4,4,3,0,4,1,3,0,1,0,0,6,15,9,2,0,8,6,1,2,1,4,0,8,21,54,83,781416.8874,4090848.98,72803,282778566.1
156,156,84,4,1,4,6,8,0,0,0,0,2,0,3,0,1,15,3,2,3,6,2,3,9,1,0,0,1,6,6,2,4,3,1,0,1,5,0,28,45,29,102,843592.1087,4084358.695,132757,1101893491
157,157,83,0,1,0,2,1,2,0,0,0,1,1,0,1,1,0,1,1,3,3,0,0,0,0,1,2,4,14,14,0,0,1,0,0,6,2,0,8,11,43,62,862373.5781,4165085.236,325789,5008552712
158,158,65,2,15,24,30,20,18,23,18,17,19,5,14,6,16,17,20,9,10,15,5,6,7,18,7,8,18,33,25,12,19,15,15,8,6,6,10,205,136,175,516,262071.4515,3916747.155,1431171,3830066463
159,159,51,0,1,0,0,0,0,2,2,0,1,0,1,0,1,0,1,3,0,0,1,1,0,0,0,1,1,2,2,0,2,0,3,3,0,1,0,7,7,15,29,857859.0626,2973348.059,134713,7724358729
160,160,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1231993.385,2882421.382,52882,10839009817
161,161,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,945284.5085,3025643.013,52968,3947871138
162,162,164,0,1,0,3,1,2,1,2,2,2,2,2,1,5,2,3,0,1,1,2,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,1,18,19,4,41,521137.7235,3585087.967,246510,1172497911
163,163,167,0,3,7,1,1,1,2,2,0,0,0,2,0,1,0,0,1,0,0,0,1,0,2,2,0,3,1,2,0,1,0,3,0,0,0,0,19,7,10,36,548037.9176,3571221.841,143474,1093997667
164,164,373,10,12,12,15,9,7,4,9,2,10,12,7,11,18,15,17,17,10,9,5,10,9,7,6,11,17,8,13,11,12,8,3,7,5,8,14,109,134,117,360,1050896.648,3307325.456,73738,6136252871
165,165,365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1218814.311,3248683.959,195603,8734785969
166,166,363,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,1,1,0,0,0,0,3,7,5,15,1132559.738,3207759.918,277748,8602179626
167,167,379,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,4,1085945.748,3481548.321,40295,13656888844
168,168,367,0,4,0,8,2,0,0,2,0,0,0,0,0,2,1,2,1,0,2,1,0,0,1,1,4,3,0,4,0,2,2,2,1,1,0,0,16,11,19,46,1234753.808,3107918.19,104421,6296422292
169,169,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1278867.557,3179017.113,66335,5783523976
170,170,366,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,8,0,1,1,0,0,0,6,5,11,22,1009135.123,3430480.62,129104,4590113818
171,171,364,12,10,8,7,9,6,12,7,4,5,4,4,14,18,12,17,15,15,12,6,6,8,7,8,17,27,27,24,8,24,8,9,7,6,8,8,88,138,173,399,957974.7251,3258341.33,267697,12718584235
172,172,368,4,4,1,3,6,3,2,4,2,6,3,6,6,2,7,4,3,2,1,1,0,2,3,1,1,7,9,3,3,3,3,0,3,2,3,5,44,32,42,118,884059.1328,3351813.006,90495,13571817952
173,173,371,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,4,1234345.41,3026849.795,76376,10235091621
174,174,361,0,0,3,2,2,0,1,2,4,1,0,1,2,3,1,3,0,2,4,1,3,2,1,2,2,7,15,3,7,3,3,5,2,1,2,4,16,24,54,94,1186340.703,3378796.225,722484,45400912003
175,175,369,0,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,5,0,0,0,0,0,0,1,0,1,0,0,3,2,1,1,0,0,9,0,5,8,17,30,1134264.617,3114454.263,86290,4811101834
176,176,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,998929.5749,3476310.693,21721,3623917771
177,177,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,1,0,0,0,0,0,0,0,8,8,1160904.025,3040161.236,64528,3603253829
178,178,385,8,8,6,5,7,5,3,8,3,1,6,8,16,2,6,13,0,7,5,6,3,1,1,3,0,24,18,1,4,4,10,2,3,4,2,5,68,63,77,208,101145.3835,3773485.462,151437,2054866371
179,179,396,10,9,7,8,5,1,2,1,1,1,1,2,0,8,3,9,2,8,2,2,1,1,1,8,2,9,4,4,1,3,1,1,0,2,3,4,48,45,34,127,42891.41209,3859646.859,38475,1670047367
180,180,391,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,8,5,1,4,0,1,0,0,0,1,0,1,9,4,21,34,68673.79411,3866881.574,71235,765447967.8
181,181,395,11,9,26,9,5,11,5,2,0,2,4,1,2,11,8,12,1,5,0,1,1,5,6,10,7,3,3,7,2,2,3,6,9,5,6,6,85,62,59,206,62833.91716,3817481.856,39837,1891796344
182,182,394,0,0,2,2,0,3,0,1,2,0,2,1,0,0,1,0,0,0,1,1,0,2,2,1,1,1,2,0,1,0,0,0,0,0,0,0,13,8,5,26,96151.92735,3853032.984,46395,1201569688
183,183,388,25,11,9,10,10,4,1,3,3,5,3,0,13,10,8,15,2,11,7,3,0,5,6,0,10,6,6,12,5,9,4,5,2,4,1,0,84,80,64,228,32977.50631,3827377.696,85616,908099778.9
184,184,386,14,6,15,17,3,2,6,7,3,6,0,0,12,11,14,5,8,6,0,3,5,5,6,3,41,25,18,6,7,15,5,3,7,6,11,4,79,78,148,305,183988.5809,3863259.861,91935,2329443964
185,185,390,4,2,2,3,4,4,1,6,4,3,6,3,7,4,2,6,5,2,0,0,1,3,3,0,4,13,8,10,3,5,4,4,3,5,1,3,42,33,63,138,179439.4419,3830969.971,76678,1470305368
186,186,384,30,28,21,15,9,6,3,5,9,9,22,18,32,11,8,13,2,19,17,2,1,4,5,1,13,24,49,21,3,15,8,0,4,4,4,0,175,115,145,435,133093.908,3802340.318,1030978,5773278223
187,187,389,4,2,2,1,1,3,3,4,2,1,3,2,5,6,6,1,8,8,7,3,2,8,3,4,2,2,1,0,4,4,1,2,2,1,1,0,28,61,20,109,216758.1093,3819377.082,81051,891299929
188,188,387,1,5,9,5,2,0,2,2,6,2,3,5,0,1,6,11,2,6,3,1,2,2,4,6,5,7,1,0,1,2,3,4,4,2,4,0,42,44,33,119,173958.7701,3806349.046,86342,1004570972
189,189,393,2,0,0,1,1,2,2,2,0,0,0,1,0,0,6,2,2,0,3,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,11,19,2,32,67459.34082,3890341.752,56837,805139703.8
190,190,392,3,5,10,9,7,6,2,2,2,0,2,9,16,14,16,4,2,12,8,7,5,2,5,3,23,23,19,14,5,5,5,4,5,8,3,14,57,94,128,279,40879.64751,3786937.769,62858,2237910077
191,191,261,4,9,20,5,14,0,4,2,1,1,0,0,1,0,6,2,5,1,0,3,0,1,0,0,0,7,5,4,0,2,1,1,0,2,0,0,60,19,22,101,1083988.532,4109986.688,127012,5019000172
192,192,259,6,7,4,6,3,4,5,5,5,7,5,6,4,2,2,3,5,2,1,4,5,4,3,5,4,0,7,8,2,4,1,3,0,2,4,4,63,40,39,142,1042687.856,4199793.493,365896,6157130011
193,193,264,0,0,0,7,0,1,1,0,0,0,0,0,2,2,3,0,2,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,9,10,6,25,1004210.069,4113122.905,36898,3486266339
194,194,260,0,1,0,1,2,0,0,0,1,0,0,0,2,2,0,0,1,2,4,0,0,0,0,0,1,2,2,3,1,5,2,0,0,4,1,0,5,11,21,37,1109216.997,4177599.545,157014,3945394385
200,200,229,0,1,2,2,0,1,0,4,1,0,0,1,0,5,0,1,0,1,2,0,0,0,0,2,2,4,3,2,0,8,0,0,0,0,0,0,12,11,19,42,1354043.961,3625815.557,39487,8198719575
201,201,228,0,1,1,2,3,1,1,0,0,0,1,0,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10,7,2,19,1148587.914,3783745.115,41626,4102628714
202,202,226,1,0,0,1,0,0,1,0,0,0,0,1,0,3,3,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,4,10,4,18,1332083.515,3517956.374,57258,26093960789
203,203,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270040.0725,3341312.586,271484,2538023633
204,204,281,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,1,0,5,6,11,379396.7476,3403918.793,90420,2330453461
205,205,274,10,13,14,7,12,9,6,9,4,10,12,10,15,11,12,13,8,7,6,14,8,5,6,5,15,28,26,13,6,24,9,7,8,12,11,14,116,110,173,399,249562.6956,3620727.993,167126,3115723176
206,206,270,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,3,2,3,1,0,0,0,0,0,0,6,3,4,18,25,402771.2984,3526823.126,203621,3788706966
207,207,273,0,0,0,0,1,0,0,2,0,0,0,2,1,4,2,0,1,1,0,0,0,1,0,3,3,4,4,4,1,3,6,0,2,0,0,0,5,13,27,45,424513.2781,3377565.457,179703,2998758627
208,208,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,4,233099.9014,3398016.838,163701,1805946524
209,209,267,6,4,3,3,4,2,6,8,4,8,9,13,14,4,4,8,5,4,2,4,4,6,4,9,11,12,9,7,2,7,4,6,8,6,5,5,70,68,82,220,297163.5289,3605967.438,423552,4645764338
210,210,280,0,0,0,0,0,0,0,1,0,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,5,4,7,16,221933.1296,3513642.494,99831,1972003501
211,211,279,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,1,0,0,0,6,1,8,15,372465.4052,3453835.19,105418,1817499512
212,212,276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4,3,8,277784.1827,3392314.112,153355,3597508695
213,213,271,1,3,0,0,1,0,0,0,0,3,3,0,1,1,1,0,0,2,0,0,2,0,0,1,2,1,2,3,3,0,1,1,5,7,6,0,11,8,31,50,237621.0678,3547629.587,202762,3630291352
214,214,272,3,3,3,5,5,5,3,5,2,0,1,5,2,2,2,3,3,1,1,2,1,3,1,2,10,5,3,5,0,3,5,3,2,0,2,1,40,23,39,102,299276.8366,3529557.746,191444,2432821516
215,215,287,10,1,2,2,3,2,4,9,4,7,3,3,16,16,7,6,8,2,1,5,6,3,10,7,12,7,4,4,11,10,3,0,3,5,6,20,50,87,85,222,328160.1973,3589019.406,37381,1399625271
216,216,277,2,1,0,1,1,1,0,0,2,0,0,0,1,6,8,5,1,1,5,2,2,4,0,3,1,1,7,5,3,0,0,1,1,3,0,6,8,38,28,74,340550.8448,3536001.58,113257,2175516098
217,217,286,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,3,3,10,365292.57,3355808.494,37440,3779752148
218,218,288,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,206149.3678,3464264.996,34312,3081256903
219,219,283,6,4,2,1,3,3,2,3,3,2,2,4,6,6,4,4,2,1,11,0,0,0,5,5,5,6,11,3,5,3,4,13,18,5,4,5,35,44,82,161,294455.4892,3568711.025,64951,973261260.7
220,220,1,0,3,7,7,6,2,1,0,0,1,0,0,0,1,3,2,1,6,6,7,0,2,0,1,0,0,0,3,0,0,1,0,0,0,0,0,27,29,4,60,522077.9357,3412091.045,243771,3780071834
221,221,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,2,4,6,12,524774.033,3425238.44,52040,1577254361
222,222,2,1,1,1,0,4,4,4,0,1,2,1,1,2,3,2,4,0,1,0,2,0,3,1,1,0,16,6,0,0,0,18,0,0,0,0,0,20,19,40,79,448797.5878,3434946.393,153459,3326487706
223,223,3,0,0,3,0,2,1,0,2,0,3,0,2,0,0,2,1,0,1,0,1,0,0,2,0,3,0,3,1,0,0,0,0,0,2,1,0,13,7,10,30,475642.6294,3351173.242,119217,3123868593
224,224,355,1,6,12,9,12,7,11,1,1,1,0,4,4,2,17,4,1,1,4,0,0,3,1,3,1,10,3,9,0,8,5,0,3,0,1,1,65,40,41,146,35538.8426,3995797.207,132565,1542371676
225,225,357,4,10,5,2,16,3,7,12,17,19,18,24,8,12,8,13,14,8,9,3,10,4,2,1,3,9,5,24,8,28,7,11,11,8,4,4,137,92,122,351,197528.6721,3982939.151,93714,5904914749
226,226,358,6,5,2,7,11,3,11,4,4,9,1,3,3,6,4,4,2,4,1,1,7,0,4,3,9,8,5,8,17,7,11,3,2,0,0,2,66,39,72,177,136843.467,3983190.414,81936,3986667003
227,227,352,2,5,7,9,11,4,5,2,3,4,3,3,5,5,4,6,5,10,8,3,1,0,2,3,4,7,6,6,1,13,2,1,0,0,0,4,58,52,44,154,84155.02123,4011196.505,210390,4514253896
228,228,351,4,7,7,7,3,2,7,5,4,3,3,3,1,5,1,2,1,2,0,2,6,5,1,7,2,7,1,3,2,3,0,2,1,2,0,4,55,33,27,115,126218.3112,3919988.439,450167,3032567656
229,229,354,4,11,11,10,7,7,6,5,5,6,5,5,4,9,3,5,5,4,4,6,6,5,4,6,6,10,8,6,6,9,8,4,5,5,5,5,82,61,77,220,211157.1595,3903083.087,136961,2874845538
230,230,356,0,1,3,1,2,4,0,0,1,0,1,2,1,2,0,0,1,0,1,1,0,1,2,3,1,4,2,1,1,1,3,0,1,0,0,0,15,12,14,41,126865.1996,3875791.295,105995,2060619883
231,231,353,7,6,5,12,4,4,1,3,0,1,1,2,1,4,3,3,1,10,1,0,1,7,3,2,1,5,3,1,0,4,1,0,0,0,2,1,46,36,18,100,78910.25044,3946447.033,168774,2326495495
232,232,16,1,1,5,15,12,3,3,1,0,2,8,2,0,1,3,5,3,2,0,0,2,0,2,0,2,3,3,1,0,2,0,0,1,3,1,0,53,18,16,87,355389.3144,3707885.059,71586,1404331926
233,233,13,1,11,11,12,19,20,40,24,6,48,51,1,5,6,14,7,124,12,12,43,6,1,1,1,12,27,74,58,20,43,24,9,10,5,13,25,244,232,320,796,352199.2947,3665939.538,140275,5305292374
234,234,9,2,7,2,18,9,0,5,5,10,1,3,6,6,8,14,5,2,7,6,3,9,5,3,0,13,8,20,6,3,9,10,8,0,8,5,1,68,68,91,227,292507.1966,3752198.105,337631,1675950693
235,235,8,14,13,14,14,15,5,4,8,2,13,13,14,1,7,14,4,5,10,10,4,0,3,10,5,9,30,49,39,10,2,18,4,7,11,8,6,129,73,193,395,274046.8921,3696536.586,487167,5002074271
236,236,11,1,3,1,10,3,3,2,3,1,5,1,0,0,0,7,0,2,5,3,2,0,3,0,2,2,3,8,1,1,6,1,2,2,2,0,0,33,24,28,85,320938.5149,3710602.025,162800,1388150255
237,237,10,2,9,20,16,17,5,3,1,1,2,2,6,4,11,10,5,0,16,10,4,2,3,4,6,4,6,3,7,2,5,3,2,2,0,3,6,84,75,43,202,164902.4863,3713283.672,218921,4029754686
238,238,14,5,8,2,2,5,8,4,6,5,2,3,0,2,11,8,6,2,4,6,7,3,1,0,0,0,11,0,1,13,8,4,0,1,6,3,2,50,50,49,149,217821.2704,3669369.262,75327,3747906831
239,239,48,3,4,2,1,1,1,0,1,1,0,0,1,3,1,3,2,0,2,1,1,0,2,1,0,2,5,3,0,0,0,1,0,0,1,1,1,15,16,14,45,412943.4667,3810385.874,17105,1239704971
240,240,37,35,10,11,58,49,18,15,19,54,15,5,4,21,12,23,24,16,32,13,3,9,4,5,1,9,36,51,10,22,8,5,16,3,11,7,5,293,163,183,639,389826.5511,3778743.351,599634,4146063543
241,241,47,0,0,1,0,1,4,2,2,1,1,3,3,1,2,3,3,0,2,0,0,0,1,1,1,3,6,4,0,0,5,2,2,1,0,1,0,18,14,24,56,388442.356,3842371.641,25912,2752390863
242,242,40,9,4,8,13,8,0,8,2,3,7,5,3,3,1,2,6,2,3,1,0,0,0,0,5,4,13,3,4,0,4,3,0,2,3,6,4,70,23,46,139,407060.5,3725671.56,107368,2393695176
243,243,44,4,4,6,4,2,1,1,3,2,2,1,0,2,4,3,5,5,4,3,3,0,2,1,3,2,5,3,4,5,6,3,2,3,6,4,1,30,35,44,109,477021.2185,3764071.731,48986,2198138745
244,244,42,5,18,5,11,9,7,5,5,5,9,1,7,0,5,9,6,6,8,3,4,5,5,4,2,8,6,6,5,3,10,6,5,7,7,4,2,87,57,69,213,439051.2189,3913798.434,57153,4163137601
245,245,38,16,53,38,38,37,16,20,7,19,16,21,10,13,13,12,12,3,15,0,0,5,7,9,3,6,22,22,25,6,0,3,12,14,12,10,12,291,92,144,527,411873.0692,3881784.859,259030,4611584878
246,246,39,14,18,15,18,22,3,9,9,3,5,3,11,1,7,14,13,5,11,6,7,9,7,7,7,1,8,16,12,0,7,3,2,5,2,1,0,130,94,57,281,343137.7068,3751407.098,117746,2644959754
247,247,45,5,10,8,5,6,4,5,4,5,5,6,10,2,3,1,0,3,2,4,2,1,1,1,1,15,10,6,5,3,3,2,2,1,2,3,3,73,21,55,149,350122.5872,3845229.15,39340,1615961534
248,248,43,1,2,1,2,0,3,4,0,0,0,1,1,0,2,1,1,1,1,2,1,0,0,3,0,1,0,0,1,0,1,0,3,1,1,0,1,15,12,9,36,449223.0692,3749302.515,53381,1995896856
249,249,20,5,2,4,5,2,7,1,1,0,2,2,7,8,7,10,3,11,10,15,11,10,1,5,0,4,1,5,10,4,0,3,8,8,0,2,5,38,91,50,179,612003.7758,3997154.115,370774,3188177072
250,250,25,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,1,2,0,0,1,0,8,0,0,0,5,7,12,24,652241.0637,4059170.658,124323,263049332.9
251,251,22,1,1,2,4,0,0,2,2,1,0,0,1,2,1,2,2,2,3,1,1,0,1,2,2,1,4,1,5,0,4,2,1,2,5,1,1,14,19,27,60,740298.9191,4061785.752,155247,1471840499
252,252,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1187739.434,3159701.971,85942,4639923454
253,253,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,6,5,1,7,4,4,7,4,7,0,0,0,68,68,416289.8922,3431330.136,37048,1316571454
254,254,397,5,5,2,1,4,2,4,2,3,1,3,0,1,2,1,0,1,2,1,0,1,2,1,5,4,4,7,5,3,8,2,2,4,1,2,0,32,17,42,91,6136.497739,3787154.749,19821,2005493620
255,255,262,3,3,11,7,8,6,3,5,8,1,1,0,5,3,3,1,2,5,4,2,1,2,3,0,3,12,6,1,1,5,4,0,4,5,3,0,56,31,44,131,992974.6477,4184470.75,103944,6053027644
256,256,225,12,6,18,27,12,10,7,1,4,6,6,3,10,17,18,15,8,17,21,3,5,9,3,7,6,7,10,7,11,4,4,2,4,4,7,10,112,133,76,321,1305457.618,3755896.087,152401,15825816184
257,257,278,1,3,2,0,3,0,0,1,0,0,1,0,0,3,6,1,3,1,0,0,3,0,0,0,12,23,16,8,2,2,1,1,1,1,2,0,11,17,69,97,395805.2025,3483702.191,107450,2258709375
258,258,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,5,6,319988.1376,3389027.361,278037,1907935459
259,259,23,4,0,4,4,1,0,1,1,2,4,3,1,2,2,1,6,1,4,4,4,2,2,2,1,2,3,9,5,4,3,2,4,1,1,2,1,25,31,37,93,485064.6668,4050711.898,153940,1806048841
260,260,160,1,2,6,10,8,8,5,2,1,3,1,2,6,3,5,7,5,4,7,4,0,0,0,2,5,2,9,4,8,9,1,5,5,0,5,0,49,43,53,145,525757.2146,3753350.85,323371,4391993043
261,261,382,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,11,1082495.306,3248805.625,34392,1650443393
262,262,362,4,6,6,5,2,6,11,3,6,3,1,1,1,4,3,2,1,1,1,0,0,0,3,2,0,0,5,0,6,2,0,0,0,1,0,0,54,18,14,86,969949.8607,3388995.658,287921,8168021521
263,263,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297299.415,3246420.9,68038,5074876104
264,264,265,0,1,0,0,0,0,5,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,965112.4139,4124549.111,24599,2158548212
265,265,258,12,17,16,6,11,2,4,3,3,1,4,6,9,4,8,9,2,6,10,3,2,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,85,66,0,151,1150788.442,3851882.167,30664,4815275643
266,266,246,2,1,5,3,3,2,0,1,0,0,0,1,3,3,9,6,2,3,0,1,0,4,5,0,4,6,1,5,1,2,4,1,2,0,6,4,18,36,36,90,1077833.03,3912020.255,72626,7664383231
267,267,241,3,5,4,5,1,5,0,0,0,2,1,1,3,5,3,5,9,6,5,7,0,3,5,5,7,23,16,8,5,6,17,2,3,4,1,5,27,56,97,180,1389131.976,3889847.982,108424,2946504032
268,268,255,5,12,12,8,13,13,12,1,2,2,3,1,0,0,5,2,3,8,8,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,84,36,0,120,1166931.885,4044624.802,42739,1484659062
269,269,235,11,6,22,16,25,11,2,9,2,2,2,6,34,37,66,84,35,59,22,23,9,5,22,11,24,27,24,15,16,20,16,16,6,13,5,7,114,407,189,710,1385009.542,3969676.102,262712,8166187295
270,270,236,11,17,29,33,12,8,6,5,5,10,9,11,4,7,15,10,8,14,10,5,7,6,5,6,11,21,9,24,21,16,5,1,4,2,2,6,156,97,122,375,1237448.494,3955538.751,210390,3769526378
271,271,254,1,3,6,4,4,2,3,2,5,1,4,3,0,5,5,2,0,3,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,0,59,1035396.416,4076397.235,47920,1692345075
272,272,250,8,1,1,0,0,0,0,0,0,1,0,3,0,0,1,2,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,25,1079793.402,4070181.293,54139,1720550713
273,273,252,2,6,3,5,7,1,2,1,3,1,0,2,3,6,4,2,6,0,6,0,2,2,3,0,3,4,2,4,6,2,1,2,0,1,1,1,33,34,27,94,1150046.282,3909426.397,49111,1627959018
274,274,240,2,3,16,2,1,15,6,1,2,4,3,5,3,7,7,5,1,5,4,1,2,3,0,5,4,4,5,3,3,3,1,4,2,2,2,4,60,43,37,140,1331423.573,3844985.773,121859,9797150431
275,275,245,10,13,10,13,12,13,5,3,1,3,7,8,9,14,12,4,10,5,8,3,4,4,6,6,14,12,5,7,7,4,3,4,4,5,3,4,98,85,72,255,1211092.845,4164525.385,74326,3956629992
276,276,248,2,16,11,3,7,4,6,0,3,2,3,3,22,7,12,12,6,11,7,2,2,3,6,0,13,20,13,21,15,12,7,4,2,6,5,6,60,90,124,274,1268684.749,3886459.905,60632,4360409940
277,277,247,5,31,17,27,26,9,6,6,1,10,2,3,5,12,9,10,9,8,8,0,2,2,4,5,0,0,0,0,0,0,6,0,2,6,1,4,143,74,19,236,1293854.972,3940854.727,71477,2549587961
278,278,234,8,11,28,15,11,9,3,8,5,0,2,1,11,16,13,7,2,6,1,4,5,7,7,0,9,25,26,26,18,8,4,13,2,8,5,1,101,79,145,325,1088966.347,4009359.524,319893,14440183964
279,279,233,10,24,30,24,31,16,20,13,4,11,10,10,14,17,17,12,6,13,6,8,2,4,11,15,23,48,41,39,30,21,11,2,8,7,7,11,203,125,248,576,1191080.076,4029822.723,433105,7216453564
